豫剧,#genre#
豫剧《刘墉二下南京》全,http://gcw.bdcdn.shoujiduoduo.com/v/200811/a1275cb92a70fe4bedff7e0279f79911.mp4
豫剧《刘墉二下南京》(第1集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210906/10167588/c01d8b9c87a9139f2c6ecca314d05d92.mp4
豫剧《刘墉二下南京》(第2集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210906/10167588/01075133fa473beba17840f3cc9c022f.mp4
豫剧《刘墉二下南京》(第3集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210906/10167588/dbe21ab7e01da275f0cf54e676e678c6.mp4
豫剧《刘墉二下南京》(第4集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210906/10167588/79a2f21aa59e7e70d69ea155ffd841f6.mp4
豫剧《刘墉二下南京》(第5集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210906/10167588/efc57149f625a1ebbfb66c686787925d.mp4
豫剧《刘墉二下南京》(第6集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210906/10167588/5858253483be4f1813966f9f8e1a01e3.mp4
豫剧《刘墉二下南京》(第7集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210906/10167588/65561408e07c2d5a0447ba108d74bd60.mp4
豫剧《刘墉二下南京》(第8集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210906/10167588/3a3e9859531c6897f9f989a51047a6d2.mp4
豫剧《刘墉下河南》全,http://gcw.bdcdn.shoujiduoduo.com/v/200713/7fa799cde125d150e6331cbffcef3037.mp4
豫剧《刘墉下河南》(第1集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210906/10160940/d3e0c05896dac4b6f26e5bf986869f44.mp4
豫剧《刘墉下河南》(第2集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210906/10160940/b11842af60f838ae050376d347db7d3a.mp4
豫剧《刘墉下河南》(第3集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210906/10160940/5a186dff0f926ab32c864dbdf7d03247.mp4
豫剧《刘墉下河南》(第4集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210906/10160940/eca6a7251fb6932fc84321d0fa59cbe0.mp4
豫剧《刘墉下河南》(第5集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210906/10160940/1e5bd1b6ef495bea31a0f2fa09680893.mp4
豫剧《刘墉下河南》(第6集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210906/10160940/26ef4ed5f5de4b4f51ca373fb2baf16b.mp4
豫剧《刘墉下河南》(第7集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210906/10160940/f42735cdfaf8cc736c345d15ab6db983.mp4
豫剧《刘墉下河南》(第8集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210906/10160940/f983bff281dcf8e350321a0b581a3836.mp4
豫剧《刘墉下河南》(第9集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210906/10160940/e7e589252952688326507e0704381c77.mp4
豫剧《包公十三铡》全,http://gcw.bdcdn.shoujiduoduo.com/v/191209/c4321574247070ed378e66f82b41050f.mp4
豫剧《包公十三铡》(第1集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210906/10036831/c539ed4aee7ef59154785dbda46383f2.mp4
豫剧《包公十三铡》(第2集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210906/10036831/4bb18f970c2f120c1a37b0e0762dbdd0.mp4
豫剧《包公十三铡》(第3集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210906/10036831/c7658997dbc8782984490b574557f450.mp4
豫剧《包公十三铡》(第4集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210906/10036831/4eb2339b6da2b632b1dd5b4908e93df1.mp4
豫剧《包公十三铡》(第5集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210906/10036831/b48127d3816f940b6d1b16a7a01a9cbf.mp4
豫剧《包公十三铡》(第6集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210906/10036831/7971006024e9276629b8633e49b1d180.mp4
豫剧《包公十三铡》(第7集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210906/10036831/92a26711ab861c01bf34cd826c3ea916.mp4
豫剧《包公十三铡》(第8集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210906/10036831/0229892b7cbe012b262d00e47073b7e3.mp4
豫剧《包公十三铡》(第9集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210906/10036831/ee26a1f30dd75d81bbac9fb5a8b05491.mp4
豫剧《包公十三铡》(第10集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210906/10036831/b35c8405de8b0114eeb0cc12559371e6.mp4
豫剧《包公十三铡》(第11集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210906/10036831/58dd1b3144b34408faad3d469e649a9a.mp4
豫剧《包公十三铡》(第12集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210906/10036831/49dd93b5e60c776d3dfd23776c4d552f.mp4
豫剧《王莽赶刘秀》中部,http://gcw.bdcdn.shoujiduoduo.com/v/190212/c25935ee685ae0ccb6869239043128c6.mp4
豫剧《王莽赶刘秀》(第1集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10033571/f90944d3d1f546334d2be58357e0ff08.mp4
豫剧《王莽赶刘秀》(第2集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10033571/a8c78f9be919343a2d18f06030ed9906.mp4
豫剧《王莽赶刘秀》(第3集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10033571/51c4ca7f9f2e518fb6913abdde8a641e.mp4
豫剧《王莽赶刘秀》(第4集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10033571/d06c5e37c54d3ec4fd90d2b829f0745a.mp4
豫剧《王莽赶刘秀》(第5集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10033571/e0e6ef97d3999ffb80cd6f6c92688b07.mp4
豫剧《王莽赶刘秀》(第6集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10033571/81a68232c91278c0d4375a70724d2534.mp4
豫剧《王莽赶刘秀》(第7集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10033571/52b5d773ebe2ffb1c46d57b4b65ffeeb.mp4
豫剧《王莽赶刘秀》(第8集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10033571/8fb61e9b917f252d0c065143064479ba.mp4
豫剧《王莽赶刘秀》(第9集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10033571/3252c2ec464fba628ab3c0bd40151433.mp4

评剧,#genre#
评剧《花为媒》全,http://gcw.bdcdn.shoujiduoduo.com/v/190610/0cd519f9b87d2aa1dfef73f79becbcde.mp4
评剧《花为媒》(第1集),http://gcw.bdcdn.shoujiduoduo.com/episodes/211022/10042454/e8dbc32173d72c8a804afb2c41ec1c4b.mp4
评剧《花为媒》(第2集),http://gcw.bdcdn.shoujiduoduo.com/episodes/211022/10042454/0b3935befabff176ffec36bfa904672d.mp4
评剧《花为媒》(第3集),http://gcw.bdcdn.shoujiduoduo.com/episodes/211022/10042454/757150be345d1b17a396eac4e911eae7.mp4
评剧《花为媒》(第4集),http://gcw.bdcdn.shoujiduoduo.com/episodes/211022/10042454/6c4b5a85504a8866ef881116d8e18421.mp4
评剧《花为媒》(第5集),http://gcw.bdcdn.shoujiduoduo.com/episodes/211022/10042454/59420b3b0235cd9a6c03cfe58208ac7e.mp4
评剧《花为媒》(第6集),http://gcw.bdcdn.shoujiduoduo.com/episodes/211022/10042454/04f0237ef699c6b5aefb47e67ee8ae6b.mp4
评剧《花为媒》(第7集),http://gcw.bdcdn.shoujiduoduo.com/episodes/211022/10042454/06a1f192b8d75947f14e8e10c4aaad34.mp4

河南曲剧,#genre#
河南曲剧《王华买爹》全,http://gcw.bdcdn.shoujiduoduo.com/v/190125/ae2171e37909f87af12c02403c484f9f.mp4
河南曲剧《王华买爹》(第1集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210712/10033019/eac79457c0bbc458be19715b4bdc573f.mp4
河南曲剧《王华买爹》(第2集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210712/10033019/060dde67d9a7e11898d2ab7d473b5509.mp4
河南曲剧《王华买爹》(第3集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210712/10033019/55da4c403d2ea51fa5602f304d4febc3.mp4
河南曲剧《王华买爹》(第4集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210712/10033019/5348bfafcc6ac127374cc1c6ac60c40d.mp4
河南曲剧《王华买爹》(第5集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210712/10033019/9beb3bb3d9ca75c6b49e9850663c3445.mp4
河南曲剧《王华买爹》(第6集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210712/10033019/27bfba291a0fb4f0bce5377b27f709f5.mp4
河南曲剧《王华买爹》(第7集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210712/10033019/92fa5f80e4dc70d3fdea32b0c386a821.mp4
河南曲剧《王华买爹》(第8集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210712/10033019/4d8c7e2a580139492731295fe5226440.mp4
河南曲剧《王华买爹》(第9集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210712/10033019/aa7c05e469ac34bb9a67cc28062381ca.mp4

河北坠子,#genre#
河南坠子《王奇卖豆腐》全,http://gcw.bdcdn.shoujiduoduo.com/v/190224/ebc901472ca798d940c03ddba6b98ede.mp4
河南坠子《王奇卖豆腐》(第1集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10034280/704865da01f83395ef0a0ad515cf6b79.mp4
河南坠子《王奇卖豆腐》(第2集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10034280/2f0f31927dab0b3cb3ac31b694690cf6.mp4
河南坠子《王奇卖豆腐》(第3集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10034280/0d05bd8254b4d7e20c1e7d174ac87a10.mp4
河南坠子《刘同勋私访》全,http://gcw.bdcdn.shoujiduoduo.com/v/200616/6727e554be47a9a04cdd8fb7148d42c4.mp4
河南坠子《刘同勋私访》(第1集),http://gcw.bdcdn.shoujiduoduo.com/episodes/211022/10154995/c94d08c4fc269239b144945f1abed3c3.mp4
河南坠子《刘同勋私访》(第2集),http://gcw.bdcdn.shoujiduoduo.com/episodes/211022/10154995/74b1d93047850c56590043ab9f7ac35e.mp4
河南坠子《刘同勋私访》(第3集),http://gcw.bdcdn.shoujiduoduo.com/episodes/211022/10154995/b234cc8782de4f1946f0d441650da620.mp4
河南坠子《刘同勋私访》(第4集),http://gcw.bdcdn.shoujiduoduo.com/episodes/211022/10154995/1b19979d30e3ebc3e30773b4360e2ec3.mp4
河南坠子《刘同勋私访》(第5集),http://gcw.bdcdn.shoujiduoduo.com/episodes/211022/10154995/4579bafe457589f5b1f55fcdcbe2f96e.mp4
河南坠子《刘同勋私访》(第6集),http://gcw.bdcdn.shoujiduoduo.com/episodes/211022/10154995/cab39237de5aff4b27053a682f6e51e4.mp4
河南坠子《刘同勋私访》(第7集),http://gcw.bdcdn.shoujiduoduo.com/episodes/211022/10154995/e6b690c1c622657ac046f54226074a34.mp4
河南坠子《刘同勋私访》(第8集),http://gcw.bdcdn.shoujiduoduo.com/episodes/211022/10154995/9710bcd5f54b50ae4224624801f2396e.mp4
河南坠子《刘同勋私访》(第9集),http://gcw.bdcdn.shoujiduoduo.com/episodes/211022/10154995/7ed90978477caf910816381690b740a3.mp4
河南坠子《刘同勋私访》(第10集),http://gcw.bdcdn.shoujiduoduo.com/episodes/211022/10154995/c8ff04e97707c69d7cf6c0ba0d3db359.mp4
河南坠子《刘同勋私访》(第11集),http://gcw.bdcdn.shoujiduoduo.com/episodes/211022/10154995/bb9b501e529e277284b1076bcf973703.mp4
河南坠子《刘同勋私访》(第12集),http://gcw.bdcdn.shoujiduoduo.com/episodes/211022/10154995/72e129754045039d19a46941c8ed006d.mp4
河南坠子《刘同勋私访》(第13集),http://gcw.bdcdn.shoujiduoduo.com/episodes/211022/10154995/3624f0b7b5a305e19993e04d1513a6b5.mp4
河南坠子《刘同勋私访》(第14集),http://gcw.bdcdn.shoujiduoduo.com/episodes/211022/10154995/3c79b8586fc04caf3c32a2a73bab373f.mp4
河南坠子《刘同勋私访》(第15集),http://gcw.bdcdn.shoujiduoduo.com/episodes/211022/10154995/3e73e9f7ae1b9322109dd645d9ce371c.mp4
河南坠子《少侠包公案》全,http://gcw.bdcdn.shoujiduoduo.com/v/190419/c6ac83f8f59130d8ce4b29b56c190137.mp4
河南坠子《少侠包公案》(第1集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10037381/8b01ea9de5980d40d7ed5e895c1856e4.mp4
河南坠子《少侠包公案》(第2集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10037381/cb876b909b7af4c5dad75d3b96bf97ab.mp4
河南坠子《少侠包公案》(第3集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10037381/0d950a37aba9e44066ec5e02d2a67259.mp4
河南坠子《少侠包公案》(第4集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10037381/a432f928a554ce82b798892aee45821f.mp4
河南坠子《少侠包公案》(第5集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10037381/51ea28b1d7d52c6dbaee73f75703df09.mp4
河南坠子《少侠包公案》(第6集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10037381/04fcf3fc06ca42c87df1149aadec2304.mp4
河南坠子《少侠包公案》(第7集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10037381/659743979a7788249ddbd1fa48dd59e0.mp4
河南坠子《少侠包公案》(第8集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10037381/a2ece9194a3246d45f88485896e29ccc.mp4
河南坠子《少侠包公案》(第9集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10037381/f23255b292fa04fd1968cb5af4b149c5.mp4
河南坠子《少侠包公案》(第10集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10037381/2f089e486ae2ba1427ac5698eabace87.mp4
河南坠子《包公三开铡》全,http://gcw.bdcdn.shoujiduoduo.com/v/200519/5a1a9282566cd8167c983606e12c4ed6.mp4
河南坠子《包公三开铡》(第1集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210913/10147295/6d1ea36a5786bce3a21c2f383d62cccb.mp4
河南坠子《包公三开铡》(第2集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210913/10147295/daaafb9be177108d24046f60f159b340.mp4
河南坠子《包公三开铡》(第3集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210913/10147295/c0146bedd9d06f0399c0c0ce7a84effd.mp4
河南坠子《包公三开铡》(第4集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210913/10147295/13dede7dba943a11edb50523203800b3.mp4
河南坠子《包公三开铡》(第5集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210913/10147295/9b6ccf8bf08085050f42ce219a04213c.mp4
河南坠子《包公三开铡》(第6集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210913/10147295/f03c632ff8c46142d2a7b847274751e7.mp4
河南坠子《包公三开铡》(第7集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210913/10147295/6cafed88d33ac867d3c2e7c40422aed1.mp4
河南坠子《包公三开铡》(第8集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210913/10147295/0dce7092846d96d2b4243c20001c4bf1.mp4
河南坠子《包公三开铡》(第9集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210913/10147295/caf65cb4dfb61073261183935fb67297.mp4
河南坠子《包公三开铡》(第10集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210913/10147295/3d4e1cff6fe19f529a62184617736266.mp4
河南坠子《包公三开铡》(第11集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210913/10147295/33b2e167403e5992cec0905c464565cb.mp4
河南坠子《包公三开铡》(第12集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210913/10147295/52f54168a74b54788df7f9c4b39b4cea.mp4
河南坠子《包公三开铡》(第13集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210913/10147295/43d47ca12fb5558b5e3ee578163c0c92.mp4
河南坠子《包公三开铡》(第14集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210913/10147295/bfaa523a881dcd83fa99760ea04eacbd.mp4
河南坠子《包公三开铡》(第15集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210913/10147295/e83ed0b20b862140ad9c808ecf799874.mp4
河南坠子《包公三开铡》(第16集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210913/10147295/82901f6221c7f829ba23bf78cd6608a6.mp4
河南坠子《包公三开铡》(第17集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210913/10147295/b1e117358ec2390b18a25fcc597eb014.mp4
河南坠子《包公三开铡》(第18集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210913/10147295/654e18f13ea2e5cd987581e851092e9e.mp4
河南坠子《包公三开铡》(第19集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210913/10147295/b714b725bd6d902d04f4effbf17ce41c.mp4
河南坠子《包公三开铡》(第20集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210913/10147295/d652152bec75f145055241ee73341eb5.mp4
河南坠子《李娘娘回京》全,http://gcw.bdcdn.shoujiduoduo.com/v/190419/7e6f4e1ea4017256ef92c3398d03699b.mp4
河南坠子《李娘娘回京》(第1集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10037326/b98031d63735b8c744c933d51830f793.mp4
河南坠子《李娘娘回京》(第2集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10037326/75e41f1d088c297264cd23387be1ba65.mp4
河南坠子《李娘娘回京》(第3集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10037326/649c390f926505341540a5fde6853cc6.mp4
河南坠子《李娘娘回京》(第4集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10037326/a05e4653ebc4844b146c482b1f4f8bb0.mp4
河南坠子《李娘娘回京》(第5集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10037326/e368003899db190c81396d6acb59d893.mp4
河南坠子《李娘娘回京》(第6集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10037326/16aa5b957d610e031dab0b0db1a6f337.mp4
河南坠子《李娘娘回京》(第7集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10037326/2d330553f92481b4c2d0a134d6343df5.mp4
河南坠子《李娘娘回京》(第8集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10037326/1f3936809c082d6361132e92754679b7.mp4
河南坠子《李娘娘回京》(第9集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10037326/c7beedc7fa789d18e5d0196f57669aad.mp4
河南坠子《李娘娘回京》(第10集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10037326/306b1a4aaf2fb328be480f5228827ac7.mp4

河北梆子,#genre#
河北梆子《蝴蝶杯》全,http://gcw.bdcdn.shoujiduoduo.com/v/190603/bf7c22286968c6ce5541a8f6159c5ead.mp4
河北梆子《蝴蝶杯》(第1集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10041722/db39b7101abcce8bf3314fb5a1829500.mp4
河北梆子《蝴蝶杯》(第2集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10041722/d768a75ce4186d8c23b673dda14b0b98.mp4
河北梆子《蝴蝶杯》(第3集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10041722/504041207a37f5ae646f291ffb4f4da3.mp4
河北梆子《蝴蝶杯》(第4集),http://gcw.bdcdn.shoujiduoduo.com/episodes/210726/10041722/ec93eb40e5c35d69f7860dc1674a22f6.mp4

广西桂剧,#genre#
广西桂剧《思凡》,http://gcw.bdcdn.shoujiduoduo.com/v/181217/8251c2d22361a7c336b5e078a394e6c7.mp4
广西桂剧《秋江》,http://gcw.bdcdn.shoujiduoduo.com/v/181217/85a1ed788d073c64e868cd5b56c1d49a.mp4
广西桂剧《挂画》,http://gcw.bdcdn.shoujiduoduo.com/v/181217/a87d7c1955c312b96d973786fd2d8241.mp4
广西桂剧《跌雪》,http://gcw.bdcdn.shoujiduoduo.com/v/181217/f5afc73233ca868da2730fa2c3cf51f3.mp4
广西桂剧《梁祝》,http://gcw.bdcdn.shoujiduoduo.com/v/181217/03c5bd62a2c6d52905095b1217fa0b69.mp4
广西桂剧《谢瑶环》,http://gcw.bdcdn.shoujiduoduo.com/v/181217/031dc2100ae70d32fe02eae8887f196b.mp4
广西桂剧《马嘶桥》,http://gcw.bdcdn.shoujiduoduo.com/v/181217/0bcc93c2e2f42f3cbee4eee6e2b71118.mp4
广西桂剧《花田错》(上),http://gcw.bdcdn.shoujiduoduo.com/v/181217/1c3e9314225ff42adb1a52a28ffa1580.mp4
广西桂剧《花田错》(下) ,http://gcw.bdcdn.shoujiduoduo.com/v/190611/6165f8c2b00aa8f083b4545e52e7f03f.mp4
广西桂剧《玉堂春》之《药夫》,http://gcw.bdcdn.shoujiduoduo.com/v/181217/0d48b02390a590225af5e2786855cdbe.mp4
广西桂剧《玉堂春》之《托亲讲情》(1),http://gcw.bdcdn.shoujiduoduo.com/v/181217/29ab559e01aed33846682457ffba96a3.mp4
广西桂剧《玉堂春》之《苏三起解》,http://gcw.bdcdn.shoujiduoduo.com/v/181217/1f4dcb06637e6fdabfaf06fb630f2a41.mp4
广西桂剧《玉堂春》之《三司会审》,http://gcw.bdcdn.shoujiduoduo.com/v/181217/3759b25e3406e56e87f5edf4168a6958.mp4
广西桂剧《玉春堂》之《金龙探监》,http://gcw.bdcdn.shoujiduoduo.com/v/181217/dfb1b0aebc9d54e84151cdcb1b687f81.mp4
